; Wingmen responding

; Errors
pcsa_player_wants_universal_dock, "Station, I am requesting regular docking clearence"
pcsa_player_wants_universal_dock_1, "Station, I am requesting regular docking clearence"
pcsa_player_wants_universal_dock_2, "Station, I am requesting regular docking clearence"
pcsa_player_wants_universal_dock_3, "Station, I am requesting regular docking clearence"
pcsa_player_wants_universal_dock_4, "Station, I am requesting regular docking clearence"
pcsa_player_wants_universal_dock_5, "Station, I am requesting regular docking clearence"

pcsa_player_wondering_about_unload_dock_queue,  "How is that freight queue coming along?  Am I next?
pcsa_player_wondering_about_unload_dock_queue_1,  "How is that freight queue coming along?  Am I next?
pcsa_player_wondering_about_unload_dock_queue_2,  "How is that freight queue coming along?  Am I next?
pcsa_player_wondering_about_unload_dock_queue_3,  "How is that freight queue coming along?  Am I next?
pcsa_player_wondering_about_unload_dock_queue_4,  "How is that freight queue coming along?  Am I next?
pcsa_player_wondering_about_unload_dock_queue_5,  "How is that freight queue coming along?  Am I next?

pcsa_player_wants_switch_to_unload_dock, "I'd like to cancel the regular dock request, and switch to a freight dock"
pcsa_player_wants_switch_to_unload_dock_1, "I'd like to cancel the regular dock request, and switch to a freight dock"
pcsa_player_wants_switch_to_unload_dock_2, "I'd like to cancel the regular dock request, and switch to a freight dock"
pcsa_player_wants_switch_to_unload_dock_3, "I'd like to cancel the regular dock request, and switch to a freight dock"
pcsa_player_wants_switch_to_unload_dock_4, "I'd like to cancel the regular dock request, and switch to a freight dock"
pcsa_player_wants_switch_to_unload_dock_5, "I'd like to cancel the regular dock request, and switch to a freight dock"


pcsa_player_wants_unload_dock, "Station, I am requesting freight docking clearence"
pcsa_player_wants_unload_dock_1, "Station, I am requesting freight docking clearence"
pcsa_player_wants_unload_dock_2, "Station, I am requesting freight docking clearence"
pcsa_player_wants_unload_dock_3, "Station, I am requesting freight docking clearence"
pcsa_player_wants_unload_dock_4, "Station, I am requesting freight docking clearence"
pcsa_player_wants_unload_dock_5, "Station, I am requesting freight docking clearence"

pcsa_player_says_nevermind, "Nevermind station, I'm moving on"
pcsa_player_says_nevermind_1, "Nevermind station, I'm moving on"
pcsa_player_says_nevermind_2, "Nevermind station, I'm moving on"
pcsa_player_says_nevermind_3, "Nevermind station, I'm moving on"
pcsa_player_says_nevermind_4, "Nevermind station, I'm moving on"
pcsa_player_says_nevermind_5, "Nevermind station, I'm moving on"

pcsa_station_no_universal_docks, "We do not have any ship docks"
pcsa_station_no_universal_docks_1, "We do not have any ship docks"
pcsa_station_no_universal_docks_2, "We do not have any ship docks"
pcsa_station_no_universal_docks_3, "We do not have any ship docks"
pcsa_station_no_universal_docks_4, "We do not have any ship docks"
pcsa_station_no_universal_docks_5, "We do not have any ship docks"

pcsa_station_acknowledges_player_comms_again, "So what is your request then?"
pcsa_station_acknowledges_player_comms_again_1, "So what is your request then?"
pcsa_station_acknowledges_player_comms_again_2, "So what is your request then?"
pcsa_station_acknowledges_player_comms_again_3, "So what is your request then?"
pcsa_station_acknowledges_player_comms_again_4, "So what is your request then?"
pcsa_station_acknowledges_player_comms_again_5, "So what is your request then?"

pcsa_station_you_are_already_docked, "Pilot, your ship is already docked to the station"
pcsa_station_you_are_already_docked_1, "Pilot, your ship is already docked to the station"
pcsa_station_you_are_already_docked_2, "Pilot, your ship is already docked to the station"
pcsa_station_you_are_already_docked_3, "Pilot, your ship is already docked to the station"
pcsa_station_you_are_already_docked_4, "Pilot, your ship is already docked to the station"
pcsa_station_you_are_already_docked_5, "Pilot, your ship is already docked to the station"

pcsa_station_please_wait_your_turn, "Please be patient, we are processing the queue as quickly as we can"
pcsa_station_please_wait_your_turn_1, "Please be patient, we are processing the queue as quickly as we can"
pcsa_station_please_wait_your_turn_2, "Please be patient, we are processing the queue as quickly as we can"
pcsa_station_please_wait_your_turn_3, "Please be patient, we are processing the queue as quickly as we can"
pcsa_station_please_wait_your_turn_4, "Please be patient, we are processing the queue as quickly as we can"
pcsa_station_please_wait_your_turn_5, "Please be patient, we are processing the queue as quickly as we can"

pcsa_station_switching_to_universal_queue, "We are switching you to the regular dock"
pcsa_station_switching_to_universal_queue_1, "We are switching you to the regular dock"
pcsa_station_switching_to_universal_queue_2, "We are switching you to the regular dock"
pcsa_station_switching_to_universal_queue_3, "We are switching you to the regular dock"
pcsa_station_switching_to_universal_queue_4, "We are switching you to the regular dock"
pcsa_station_switching_to_universal_queue_5, "We are switching you to the regular dock"

pcsa_station_switching_to_unload_queue, "We are switching you to the freight docking queue"
pcsa_station_switching_to_unload_queue_1, "We are switching you to the freight docking queue"
pcsa_station_switching_to_unload_queue_2, "We are switching you to the freight docking queue"
pcsa_station_switching_to_unload_queue_3, "We are switching you to the freight docking queue"
pcsa_station_switching_to_unload_queue_4, "We are switching you to the freight docking queue"
pcsa_station_switching_to_unload_queue_5, "We are switching you to the freight docking queue"

pcsa_station_confirms_available_dockport, "Pilot, we have a dock port available for you now"
pcsa_station_confirms_available_dockport_1, "Pilot, we have a dock port available for you now"
pcsa_station_confirms_available_dockport_2, "Pilot, we have a dock port available for you now"
pcsa_station_confirms_available_dockport_3, "Pilot, we have a dock port available for you now"
pcsa_station_confirms_available_dockport_4, "Pilot, we have a dock port available for you now"
pcsa_station_confirms_available_dockport_5, "Pilot, we have a dock port available for you now"

pcsa_station_unload_dockports_all_busy, "Pilot, currently all our freight docks are occupied"
pcsa_station_unload_dockports_all_busy_1, "Pilot, currently all our freight docks are occupied"
pcsa_station_unload_dockports_all_busy_2, "Pilot, currently all our freight docks are occupied"
pcsa_station_unload_dockports_all_busy_3, "Pilot, currently all our freight docks are occupied"
pcsa_station_unload_dockports_all_busy_4, "Pilot, currently all our freight docks are occupied"
pcsa_station_unload_dockports_all_busy_5, "Pilot, currently all our freight docks are occupied"

pcsa_station_universal_dockports_all_busy, "Pilot, all our regular docks are busy at the moment.  Please hold."
pcsa_station_universal_dockports_all_busy_1, "Pilot, all our regular docks are busy at the moment  Please hold."
pcsa_station_universal_dockports_all_busy_2, "Pilot, all our regular docks are busy at the moment  Please hold."
pcsa_station_universal_dockports_all_busy_3, "Pilot, all our regular docks are busy at the moment  Please hold."
pcsa_station_universal_dockports_all_busy_4, "Pilot, all our regular docks are busy at the moment  Please hold."
pcsa_station_universal_dockports_all_busy_5, "Pilot, all our regular docks are busy at the moment  Please hold."

pcsa_station_confused_goodbye, "Okay then, try not to waste our time"
pcsa_station_confused_goodbye_1, "Okay then, try not to waste our time"
pcsa_station_confused_goodbye_2, "Okay then, try not to waste our time"
pcsa_station_confused_goodbye_3, "Okay then, try not to waste our time"
pcsa_station_confused_goodbye_4, "Okay then, try not to waste our time"
pcsa_station_confused_goodbye_5, "Okay then, try not to waste our time"

; Old group command responses.

epo_move_group_ack, "Joining new group"
epo_refuse_group_change, "Cannot join group"
epo_leave_group_ack,"Leaving group"



; Dialog with nav officer about setting a jump route.
ejump_no_lpoint, "No Lpoint near Sir"
ejump_no_routes, "Our sensors detect no viable jump routes, Sir"
ejump_cancel, "Do not jump"
ejump_cancel_say, "Nav, cancel that order"
ejump_ask, "Sir, which jump route?"
ejump_cancel_response, "Order cancelled"
ejump_poor_sensors, "Our active sensors are not good enough to plot that route."

ejump_risk,"Risk Death"
ejump_risk_say,"Yes, we are very desperate"
ejump_risk_cancel_say, "Cancel that, I do not want to die today"
ejump_risk_ask, "Please no Sir! The lpoint is unstable and extremly lethal!"

ejump_unknown,"Yes take uncharted"
ejump_unknown_say, "Yes, we are exploring a new jump route"
ejump_unknown_cancel_say, "Cancel that, it is too dangerous"
ejump_unknown_ask, "Are you certain you want an uncharted route?"
ejump_unstable_ask, "The lpoint is unstable and could damage us?"

ejump_plotted, "Course plotted Sir"
ejump_order_cancel, "Cancelling Sir"

; Wingman and crew alerts that a ship will not jump

ejump_no_capsule_drive,"Our ship does not have a capsule drive!"

ejump_wingman_no_drive, "We don't have a capsule drive!"
ejump_low_fuel, "We don't have enough fuel to jump"

ejump_wingman_jumping, "Negative, our wingmen are still jumping"

; Wingman order groups responding

OrderGroupZeroAck,"Group Zero Here"
OrderGroupOneAck,"Group One, Copy That"
OrderGroupTwoAck,"Group Two"
OrderGroupThreeAck,"Group Three Here"
OrderGroupFourAck,"Group Four, On Alert Sir"
OrderGroupFiveAck,"Group Five, Ready and Waiting"
OrderGroupSixAck,"Group Six"," Rodger"
OrderGroupSevenAck,"Group Seven Here"
OrderGroupEightAck,"Group Eight, Over"
OrderGroupNineAck,"Group Nine Reporting"
