Planet,Telos,,,,,,
Belt,Asteroids,,,,,,
Station,Asteroid Base,CommonMetalsMine,SultanateCitizens,ok,,,
Operation,Embezzle,Faceless,ok,,,,
Station,Research Facility,Research,RoyalGuard,ok,,,
Planet,Zelda,,,,,,

Lpoint,Jazeel Lpoint,Sirocco,Jazeel,3,aleppo,epitaph,ivory_garden
Operation,Fleetdefense,RoyalGuard,,,,,
Lpoint,Aurius Lpoint,Al Battani,Aurius,2,saladin,al_wadi,
Operation,CustomsToll,RoyalGuard,,


Center,ivory_garden,,,

Star,Al Quaan Alpha,5,,


Planet,Obregon,,,
Moon,Soham,,,
Station,Manufacturing Station,HeavyMan,SultanateCitizens,ok
Operation,Embezzle,Forty,ok,
Station,Soham Arms Production,WeaponsMan,SultanateCitizens,ok
Moon,Ostir,,,

Station,STC Station,PoliceBase,RoyalGuard,ok
Station,Processing Station,CommonMetalsProc,SultanateCitizens,ok,,
Operation,Embezzle,Faceless,ok,,,
Planet,Faidi,,,,,
Moon,Ishai,,,,,
Station,Security Station,SecurityStation,RoyalGuard,ok,,
Station,Military Garrison Station,DefenseDock,RoyalGuard,ok,,
Station,Military Weapons Facility,WeaponsMan,RoyalGuard,ok,,
Station,Al Quaan Governor,RegionAdmin,RoyalGuard,ok,,
Planet,Naveen,,,,,
Station,Naveen Agricultural Station,AgSettlement,SultanateCitizens,ok,,
Moon,Aziz,,,,,
;Star,Al Quaan Beta,5,,,,

Lpoint,Soham Lpoint,Obregon,Soham,2,aleppo,new_const
Lpoint,Ostir Lpoint,Obregon,Ostir,0,,


Center,aleppo,,,

Star,Aleppo,5,,
Giant,Al Qilaal,,,
Moon,Malil,,,
Moon,Sarfati,,,
Moon,Al Barran,,,
Moon,Ayala,,,
Station,Ayala Trade Depot,Waystation,SultanateCitizens,ok
Station,Aleppo STC,PoliceBase,RoyalGuard,ok
station,Aleppo Governor,RegionAdmin,RoyalGuard,ok
Station,Biomass Processing,BiologicalMan,SultanateCitizens,ok
Planet,Qataar,,,
Moon,Jinaro,,,
Station,Ore Processing,CommonMetalsProc,SultanateCitizens,ok
Station,Jinaro Refinery,CommonMetalsProc,SultanateCitizens,ok
Operation,Embezzle,Forty,ok,
Moon,Epper,,,
Station,Epper Manufacturing,HeavyMan,SultanateCitizens,ok
Moon,Gurrola,,,
Belt,Zafir Belt ,,,
Station,Zafir Mining HQ,CentralHQ,SultanateCitizens,ok
Planet,Procopius,,,
Moon,Silani,,,
Moon,Correa,,,
Station,Aleppo System Defense,DefenseDock,RoyalGuard,ok
Moon,Ompah,,,
Moon,Plevna,,,
Moon,Neri,,,
Moon,Verrea,,,
Station,Alladins Cave,PirateBase,Forty,ok
Lpoint,Sarfati Lpoint,Al Qilaal,Sarfati,2,new_const,ivory_garden


Center,al_wadi,,,,,

Star,Al Wadi,5,,,,

Belt,Belt of Power,,,,,
Belt,Belt of Riches,,,,,
Station,Asteroid Base 1,NeutroniumMine,SultanateCitizens,ok,,
Operation,Embezzle,Forty,ok,,,
Station,Asteroid Base 2,NeutroniumMine,SultanateCitizens,ok,,
Station,Asteroid Base 3,InorganicsMine,SultanateCitizens,ok,,
Planet,Kaffal Djoba,,,,,
Planet,Rumi,,,,,
Belt,Belt of Great Wealth,,,,,
Station,Asteroid Base 1,InorganicsMine,SultanateCitizens,ok
Station,Asteroid Base 2,NeutroniumMine,SultanateCitizens,ok
Station,Common Ore Handling Station,CommonMetalsProc,SultanateCitizens,ok
Operation,Embezzle,Faceless,ok,
Giant,Khodaverdi,,,
Moon,Adjaina,,,
Moon,Al Paz,,,
Moon,Califendi,,,
Moon,Al Galife,,,
Moon,Guzman,,,
Station,Guzman Mining Depot,CommonMetalsMine,SultanateCitizens,ok
Moon,Laputo,,,
Moon,Omer Alfez,,,
Station,Omer Gas Depot,FusionableGasesMine,SultanateCitizens,ok
Moon,Pyette,,,
Moon,Qom,,,
Moon,Zajowicz,,,,
Planet,Igreja,,,,
Moon,Maloufi,,,,
Station,Al Wadi STC,PoliceBase,RoyalGuard,ok,
Station,Al Wadi Naval Defense,MercenaryBase,Angels,ok,
Station,Al Wadi Governor,RegionAdmin,RoyalGuard,ok,
Moon,Maffindi,,,,
Moon,Ogenna,,,,
Station,Ogenna Base,DefenseDock,RoyalGuard,ok,
Station,Neutronium Processing Facility,NeutroniumProc,SultanateCitizens,ok,
Moon,Hajela,,,,
Moon,Jamirai,,,,

Lpoint,Al Paz Lpoint,Khodaverdi,Al Paz,1,new_const



; Caliphate of Yezhid,,,,
Center,nureddin,,,
Star,Nureddin,5,,

Giant,Cordoba,,,
Moon,Barakka ,,,
Moon,El Cid,,,
Moon,Drexen,,,
Moon,Olaf,,,
Moon,New Istanbul  ,,,
Station,Nureddin STC Station,PoliceBase,YezhidNavy,ok
Station,Yehzid Food Processing,BiologicalMan,CaliphateCitizens,ok
Moon,Jiddah,,,
Station,Nureddin System Defense Station,DefenseDock,YezhidNavy,ok
Station,Nureddin Centeral Government,RegionAdmin,YezhidNavy,ok
Moon,Clovis,,,
Station,Clovis Nano Fibre Production,WaterProc,CaliphateCitizens,ok
Station,Cordoba Advanced Materials Assembly,RareMetalsProc,CaliphateCitizens,ok
Station,Gas mine,CommonMetalsMine,CaliphateCitizens,ok
Moon,Ghiddrah  ,,,
Station,Mesa Corporation HQ Station,CentralHQ,Mesa,ok
Station,Mesa Advanced Materials,RareMetalsProc,Mesa,ok
Moon,Vellus,,,
Moon,Tallus,,,
SpecialPlanetTexure,30,,,
SpecialPlanetBump,31,,,
Planet,Autharia,,,
Station,Nureddin Station,CentralHQ,CaliphateCitizens,ok
Station,Nureddin Naval Shipyard,Shipyard,YezhidNavy,ok
Station,Security Station,SecurityStation,YezhidNavy,ok
Moon,Thrasamund,,,
Belt,Asteroids,,,,,
Station,Asteroid Base,RareMetalsMine,CaliphateCitizens,ok,,

Lpoint,Drexen Lpoint,Cordoba,Drexen,2,hant,saladin
Operation,Fleetdefense,YezhidNavy,,,,


Center,saladin,,,,,

Star,Saladin Alpha,5,,,,
Planet,Ottokar,,,,,
Planet,Oswald,,,,,
Giant,Abassid,,,,,
Moon,Abghi,,,,,
Moon,Al Khibbi,,,,,
Station,Saladdin STC,PoliceBase,YezhidNavy,ok,,
Station,Saladdin System Defence,DefenseDock,YezhidNavy,ok
Station,Saladdin Governor,RegionAdmin,YezhidNavy,ok
Moon,Motassim,,,
Moon,Ewalla,,,
Moon,Fethi,,,
Moon,Icqra,,,
Moon,Oban Tam,,,
Moon,Tafla,,,
Station,Waystation Station,Waystation,CaliphateCitizens,ok
Moon,Zajonc,,,
Moon,Zapenna,,,
Giant,Khayyam,,,
Moon,Olivia,,,
Moon,Antonia,,,
Moon,Campos,,,
Station,Ice Mine Station,WaterMine,CaliphateCitizens,ok
Belt,The Big Belt,,,,,
Station,Asteroid Station,CommonMetalsMine,CaliphateCitizens,ok,,
Moon,Sangria,,,,,
Station,Ice Mine Station,WaterMine,CaliphateCitizens,ok,,
Station,Waystation Station,Waystation,CaliphateCitizens,ok,,

Lpoint,Antonia Lpoint,Khayyam,Antonia,2,nureddin,hant
Operation,Fleetdefense,YezhidNavy,,,,
Lpoint,Al Khibbi,Abassid,Al Khibbi,1,new_const,
Operation,CustomsToll,YezhidNavy,,,,


; The barrens,,,,,,

Center,hant,,,,,
Star,Hant Alpha,5,,,,


Planet,Olnyk,,,
Moon,Bandychuk,,,
Moon,Feschuk,,,
Planet,Kilik,,,
Moon,Pablo,,,
Moon,Marco,,,
Moon,Fabio,,,
Planet,Kladnik,,,
Planet,Llianna,,,
Moon,Lindy,,,
Station,Waystation Station,Waystation,Transients,ok
Moon,Bailey,,,
Planet,Rurik,,,
Moon,Cedric,,,
Moon,Ramona,,,
Station,Hant STC,PoliceBase,Empty,destroyed
Station,Hant Outpost,Outpost,Empty,destroyed
Planet,Weldrik,,,
Moon,Verdad,,,
Station,Verdad Station,Waystation,Transients,ok
Moon,San Pablo,,,
Moon,Cruz,,,
Moon,Doralicia,,,
Moon,El Lobo,,,
Planet,Seljuk,,,
Moon,Deitch,,,
Moon,Corinna,,,
Moon,Artiss,,,
Moon,Winblad,,,
Station,Ore Processing Station,CommonMetalsProc,TakananRaiders,ok
Moon,Bengt,,,
Moon,Brason,,,
Planet,Kowalyk,,,
Moon,Archetti,,,
Moon,Borroni,,,
Station,Borroni Shipyard Repair Depot,Shipyard,Transients,ok
Station,CMC Navy Stores,PirateBase,TakananRaiders,ok
Moon,Hinton,,,
Moon,Czernansky,,,
Moon,Valle,,,
Moon,Hecht,,,
Moon,Southin,,,
Moon,Marjacq,,,
Moon,Wessel,,,
Station,Wessel Waystation Station,Waystation,TakananRaiders,ok

Lpoint,Corinna Lpoint,Seljuk,Corinna,1,nisami
Operation,PirateToll,TakananRaiders,,,
Lpoint,Valle Lpoint,Kowalyk,Valle,1,akra
Lpoint,Lindy Lpoint,Kladnik,Lindy,1,nureddin
Lpoint,Verdad Lpoint,Weldrik,Verdad,1,saladin
Operation,PirateToll,TakananRaiders,,,



Center,akra,,,,
Star,Akra Alpha,5,,,

Planet,Recared,,,,
Moon,Shahar,,,,
Moon,Zettel,,,,
Moon,Nomad,,,,
Planet,Gundobad,,,
Moon,Trinidad,,,
Moon,Brentano,,,
Station,Fonseka Foundation HQ,CentralHQ,Aikenites,ok
Moon,Pollard,,,
Station,Akra STC,SecurityStation,Aikenites,ok
Moon,Espirito Santo,,,
Planet,Stahl,,,
Station,CMC mining Outpost,CommonMetalsMine,CMCMining,ok
Operation,Embezzle,TakananRaiders,ok,
Station,CMC Security Station,SecurityStation,CMCMining,ok
Planet,Hevesi,,,
Station,Hevesi Station,Waystation,Fist,ok
Moon,Surya Dava,,,
Station,Surya Grande,MercenaryBase,Fist,ok
Station,Surya Pocito,Habitat,Fist,ok
Station,Akra Governor,RegionAdmin,Empty,destroyed
Moon,Varley,,,
Moon,Wyndham,,,
Giant,Margate,,,
Moon,Williams,,,
Moon,Powell ,,,
Station,Wrecked Waystation Station,Waystation,Transients,ok
Moon,Umberto,,,
Moon,Placentia,,,
Moon,New Adelaide,,,
Station,New Adelaide processing Facility,CommonMetalsProc,Aikenites,ok
Operation,Embezzle,Droznic,ok,
Moon,Clark,,,
Moon,Todd,,,
Moon,Clayton,,,
Moon,Brown,,,

Lpoint,Powell Lpoint,Margate,Powell,1,lombard,
Lpoint,Brown Lpoint,Margate,Brown,2,nisami,hant
Operation,PirateToll,TakananRaiders,,,,

Center,epitaph,,,,,
Star,Omayyad,5,,,,

Planet,Styx,,,,,
Planet,Sassania,,,,,
Moon,Querelle,,,,,
Moon,Rashomon,,,,,
Moon,Tampopo,,,,,
Belt,Golgotha Asteroid Belt,,,,,
Planet,Malefique,,,,,
Moon,Knell,,,,,
Planet,Sarcophage,,,
Moon,Samhain,,,
Moon,Bardash,,,
Station,Bardash Station,PirateBase,Gargoyles,ok
Moon,Al Ameren,,,
Moon,Sagerbrecht,,,
Station,Sagerbrecht Waystation Station,Waystation,Machines,ok
Belt,No Go Zone,,,
Giant,Valhalla,,,
Moon,Freddy,,,
Moon,Jason,,,
Moon,Michael,,,
Moon,Norman,,,
Moon,Hannibal,,,
Moon,Carrie,,,
Moon,Leatherface,,,
Moon,Jack,,,,,
Moon,Ash,,,,,
Planet,Thanatos,,,,,
Moon,Mordred,,,,,
Moon,Scar,,,,,
Planet,Quatermass,,,,,
Moon,Farnham,,,,,
Station,Quatermass Station,Waystation,Gargoyles,ok,,
Station,Omayyad Outpost,Outpost,Empty,destroyed,,
Planet,Grosvenor,,,,,
Moon,Billings,,,,,
Moon,Gruber,,,,,
Moon,Bylsma,,,,,

Lpoint,Mordred Lpoint,Valhalla,Mordred,2,lombard,new_const
Operation,Fleetdefense,Machines,,,,
Lpoint,Knell Lpoint,Malefique,Knell,1,penda
Operation,Fleetdefense,Machines,,,


Center,lombard,,,,
Star,Lombard Alpha,5,,,


Planet,Shapiro,,,,
Planet,Vogel,,,,
Moon,Dunlop,,,,
Moon,Dorie,,,,
Planet,Laswintha,,,,
Belt,Inner Belt ,,,,
Station,Asteroid base,OrganicsMine,Aikenites,ok,
Operation,Embezzle,Droznic,ok,,
Belt,Middle Belt,,,
Giant,Lombardi,,,
Moon,Morel,,,
Moon,Opaline,,,
Moon,Salvatore,,,
Moon,Archer,,,
Station,Lombard Station,Waystation,Aikenites,ok
Station,Lombard STC,PoliceBase,Empty,destroyed
Station,Lombard Government Center,ClusterAdmin,Empty,destroyed
Moon,Remy,,,
Moon,Foreman,,,
Station,Foreman Military Base,DefenseDock,Empty,destroyed
Moon,Segal,,,
Belt,Lombards Outer Belt,,,
Station,Aikenites HQ,Settlement,Aikenites,ok
Giant,Samarra,,,
Moon,Fallon,,,,,
Station,Strong Hand,PirateBase,Droznic,ok,,
Moon,Brammell,,,,,
Moon,Tappin,,,,,
Moon,Bentley,,,,,
Station,Bentley CMC HQ,CentralHQ,Empty,destroyed,,
Station,Bentley Processing Facility,CommonMetalsProc,Aikenites,ok,,
Moon,Turner,,,,,
Moon,Eisen,,,,,

Lpoint,Salvatore Lpoint,Lombardi,Salvatore,2,akra,epitaph
Lpoint,Brammell Lpoint,Samarra,Brammell,2,watts,ripon


Center,ripon,,,,,
Star,Ripon,5,,,,



Planet,Paulus,,,
Moon,Nestor,,,
Moon,Obregon,,,
Moon,Cabron,,,
Moon,Felix,,,
Planet,Kittredge,,,
Moon,Bolivar,,,
Moon,Hastings,,,
Moon,Gilmour,,,
Moon,Albertus,,,
Station,Ripon STC,PoliceBase,Empty,destroyed
Station,Ripon Outpost,Outpost,Empty,destroyed
Moon,Monaghan,,,
Moon,Carlotta,,,
Moon,Wake,,,
Station,Ripon System Defense Station,DefenseDock,Brethren,ok
Moon,Weller,,,
Moon,Stannor,,,
Planet,Morte Subite,,,
Moon,Alma,,,
Station,Alma agricultural orbital,AgSettlement,Brethren,ok
Station,Alma Waystation Station,Waystation,Brethren,ok
Moon,Grande Cailliou,,,
Moon,Daleena,,,
Planet,Maudite,,,
Moon,En Panne,,,
Moon,Putain,,,
Moon,Salope,,,
Planet,Roux-Lough,,,
Moon,D Arcy,,,,

Lpoint,En Panne Lpoint,Maudite,En Panne,1,li_po
Operation,Fleetdefense,Brethren,,,
Lpoint,Grande Cailliou,Morte Subite,Grande Cailliou,1,lombard
Operation,Fleetdefense,Brethren,,,

; Corliss,,,,,


Center,corliss,,,,
Star,Corliss Alpha,5,,,


Planet,Oxalis,,,,
Moon,Chawla,,,,
Moon,Guilbeault,,,
Moon,Jai Gahn,,,
Moon,Vaidwan,,,
Planet,Delis,,,
Moon,Chiama,,,
Moon,Shaiman,,,
Moon,Vano,,,
Planet,Corliss,,,
Station,Corliss STC,PoliceBase,CDF,ok
Station,Corliss Government Center,SystemAdmin,CDF,ok
Station,Corliss Trade Station,Waystation,Corliss,ok
Station,Corliss Consumer Goods Production,LuxuriesMan,Corliss,ok
Moon,Mowat,,,
Station,Mowat Station,Waystation,Corliss,ok
Station,Mowat Mineral Processing,InorganicsProc,Corliss,ok
Operation,Embezzle,Droznic,ok,
Station,Mowat Docking Platform,Waystation,Corliss,ok,,
Moon,Ladson,,,,,
Station,Ladson Naval Base and Shipyard,DefenseDock,CDF,ok,,
Planet,Gault,,,,,
Moon,Boone,,,,,
Station,Boone Leisure Complex,Casino,Corliss,ok,,
Planet,Fallis,,,,,
Moon,Lars,,,,,
Station,Lars Outpost,DefenseDock,Corliss,ok,,
Moon,Kramer,,,,,

Lpoint,Lars Lpoint,Gault,Lars,2,watts,nisami
Operation,CustomsToll,CDF,,,,


Center,nisami,,,,,
Star,Nisami Alpha,5,,


Giant,Hom,,,
Moon,Noda,,,
Moon,Mori,,,
Station,Gas Mining Outpost,FusionableGasesMine,Corliss,ok
Operation,Embezzle,Scavengers,ok,
Planet,Gurkan,,,
Moon,Wurts,,,
Moon,Bromley,,,
Station,Markus Corporation HQ Station,CentralHQ,Markus,ok
Station,Nisami Senate,SystemAdmin,CDF,ok
Moon,Ostergard,,,
Station,Markus Corp. Manufacturing Station,HeavyMan,Markus,ok
Giant,Odom,,,
Moon,Travis,,,,,
Station,Odom Waystation Station,Waystation,Corliss,ok,,
Station,Biomass Processing Station,BiologicalMan,Corliss,ok,,
Operation,Embezzle,Scavengers,ok,,,
Station,Gas Mining Outpost,FusionableGasesMine,Corliss,ok,,
Moon,Dugald,,,,,
Planet,Sento,,,,,
Station,Markus Corp Research Labs,Research,Markus,ok,,
Planet,Yamagishi,,,,,
Moon,Shimizu,,,,,
Station,Shimizu Mines,CommonMetalsMine,Corliss,ok,,
Moon,Suzuki,,,,,

Lpoint,Noda Lpoint,Hom,Noda,2,hant,akra
Operation,Fleetdefense,CDF,,,,
Lpoint,Dugald Lpoint,Odom,Dugald,1,corliss,


; Watts,,,,
Center,watts,,,
Star,Watts,5,,


Planet,Blondell,,,
Planet,Marsden,,,
Moon,Amdur,,,
Moon,Lynch,,,
Moon,Lang,,,
Moon,Rudachuk,,,
Planet,Sutter,,,
Moon,Renquist,,,
Station,Watts Governor,RegionAdmin,CMCSS,ok
Station,CMC HQ Station,CentralHQ,CMCMining,ok
Station,CMC Materials Assembly,RareMetalsProc,CMCMining,ok
Operation,Embezzle,Droznic,ok,
Station,Renquist Station Assembly,StationFabricationMan,CMCMining,ok
Moon,Daltry,,,
Station,Watts STC,PoliceBase,CMCSS,ok
Moon,Cooper,,,
Station,Sutter Agricultural Orbital,AgSettlement,CMCMining,ok
Station,Sutter Station Assembly,StationFabricationMan,CMCMining,ok
Operation,Embezzle,Scavengers,ok,
Moon,Beraud,,,
Moon,Brion,,,
Belt,Little Friends,,,
Station,CMC Mining Outpost,CommonMetalsMine,CMCMining,ok
Operation,Embezzle,Uncleansed,ok,
Station,CMC Nano Producer,CommonMetalsProc,CMCMining,ok
Station,CMC Nano Fibre Production,WaterProc,CMCMining,ok,,
Station,MelNet FTL Relay,FTLArray,Markus,ok,,

Lpoint,Cooper Lpoint,Sutter,Cooper,2,corliss ,lombard
Operation,Fleetdefense,CMCSS,,,,
Lpoint,Amdur Lpoint,Marsden,Amdur,1,kronholm,


; Leung Empire,,,,,,
Center,kronholm,,,,,
Star,Kronholm Alpha,5,,,,


Planet,Kogan,,,,,
Moon,Lamar,,,,,
Station,Lamar Shipyard,Shipyard,LeungCitizens,ok,,
Moon,Vernon?s Leap,,,
Planet,Lundquist,,,
Moon,Daiglish,,,
Station,Kronholm STC,PoliceBase,ImperialNavy,ok
Station,Kronholm Waystation Station,Waystation,LeungCitizens,ok
Moon,Withnail,,,
Station,Kronholm Station,CentralHQ,LeungCitizens,ok
Moon,Rochester,,,
Station,Rochester Reactors Assembly,FusionReactorsMan,LeungCitizens,ok
Operation,Embezzle,GoldenLotus,ok,
Station,Rochester Manufacturing,HeavyMan,LeungCitizens,ok
Station,Lundquist Systems Factory,ElectronicsMan,LeungCitizens,ok
Planet,Bartlett,,,
Moon,Reardon,,,
Station,Reardon Shipyard,Shipyard,LeungCitizens,ok
Station,System Defense Station,DefenseDock,ImperialNavy,ok
Station,Kronholm Government Center,SystemAdmin,ImperialNavy,ok
Moon,Stibbe,,,
Moon,Angevine,,,
Moon,Mudra,,,
Station,Imperial Military Garrison,DefenseDock,ImperialNavy,ok
